Date,Rolling_Volatility,Rolling_Sharpe,Rolling_Sortino
2022-05-12,0.49212067305956575,0.6911696084136714,1.0702551405572465
2022-05-13,0.49750169017268897,0.7728254457054953,1.2097818184363422
2022-05-16,0.49870736247732983,0.7213970361738414,1.1325631730820098
2022-05-17,0.5012373705049926,0.8360811397736079,1.3177049839319268
2022-05-18,0.5060313345963837,0.7033647025001344,1.1011258860943305
2022-05-19,0.5046138886024493,0.6417351233516924,1.001829928394097
2022-05-20,0.50585322656856,0.5374125793875074,0.8432798613555255
2022-05-23,0.5043265520683925,0.4822549841310219,0.7544456088020101
2022-05-24,0.5070568012408805,0.3764688762408762,0.5902785509153735
2022-05-25,0.5093906370766876,0.4546847563065504,0.7161972760251132
2022-05-26,0.5125987463157077,0.5731497862604311,0.908746230188281
2022-05-27,0.515033865640881,0.6249768676558158,0.995627027416844
2022-05-31,0.51508033628084,0.6133746117342276,0.9777064304522597
2022-06-01,0.5153903881883818,0.5482259888080496,0.8778445988122372
2022-06-02,0.5189651220726975,0.6805382694868328,1.0958501724927747
2022-06-03,0.521073995417273,0.4904624692238071,0.7872619211537887
2022-06-06,0.5210989050534282,0.49545129246902103,0.7953077084014316
2022-06-07,0.5210567112527899,0.5207985930546727,0.8351540362396334
2022-06-08,0.5210598308396397,0.520374197343552,0.8345477439183687
2022-06-09,0.5216698761861452,0.45539654888901593,0.7342354613453174
2022-06-10,0.524028989542052,0.32547690286905506,0.5258922960772141
2022-06-13,0.529497793832891,0.1569213904263232,0.2510764712717132
2022-06-14,0.5294021581712876,0.22013949262222457,0.3509448343686462
2022-06-15,0.5314340836567807,0.3009178952898364,0.4815624395096706
2022-06-16,0.5340356581881995,0.10480197154334633,0.16690402954095604
2022-06-17,0.5343157867779115,0.1330215857383505,0.21195674404510667
2022-06-21,0.5373663895384095,0.2577218441005097,0.4124340686458132
2022-06-22,0.5371523709861777,0.20426446007534993,0.3272802457598765
2022-06-23,0.5367630760924341,0.15006701787562013,0.24044000572211818
2022-06-24,0.5390634852250069,0.21694917827292823,0.3490894858111341
2022-06-27,0.5390967441570084,0.21395959042697557,0.3444553265697163
2022-06-28,0.539952192998297,0.038698755167003704,0.062284084947678335
2022-06-29,0.5405150717253814,-0.00326632802874059,-0.005290790034177586
2022-06-30,0.5409826555444791,-0.04247556885853181,-0.06925389492627021
2022-07-01,0.5415447083831557,-0.10193415279807433,-0.1670327344430916
2022-07-05,0.5422338493875312,-0.06684801957573684,-0.10967880938764803
2022-07-06,0.5422680484274915,-0.053293765967282455,-0.08762218465255003
2022-07-07,0.5443056607258258,0.07201588344565615,0.11846368901347476
2022-07-08,0.5442002646634105,0.10707367034611899,0.17574019931813104
2022-07-11,0.5464631985006404,0.00224624877343234,0.003699319135857017
2022-07-12,0.5456942092517069,-0.06027484281342754,-0.09906996030879628
2022-07-13,0.5455217434143417,-0.013791064290770537,-0.022593161467559467
2022-07-14,0.5452326411986006,0.04514960454441616,0.07365507314064774
2022-07-15,0.5446271501531842,0.14096052075959928,0.22881716992644202
2022-07-18,0.5438327064132826,0.23006468346954304,0.37148409360886336
2022-07-19,0.5451104013870242,0.26653304762543417,0.4313804682432041
2022-07-20,0.5462603209275103,0.33122386496774203,0.5372126360788776
2022-07-21,0.5469276919841889,0.3512472270018091,0.5703845597759796
2022-07-22,0.5476623374299304,0.2929559965096786,0.47832814077619346
2022-07-25,0.547899527929839,0.2707002727750622,0.4438795549288711
2022-07-26,0.5487927917608488,0.2191373148455042,0.3618974395901151
2022-07-27,0.5533123217689865,0.36318657410984895,0.6042039475730232
2022-07-28,0.5533673801061298,0.36763784956333845,0.6116700315745285
2022-07-29,0.5535416467475595,0.375702414480915,0.6252845797976098
2022-08-01,0.5536275280446435,0.3978673672891327,0.6638713240745066
2022-08-02,0.5533646133278327,0.3759265753080571,0.6269635960513796
2022-08-03,0.5537181883422382,0.40878445341808045,0.6821989915360028
2022-08-04,0.5536269881491722,0.4023831457085027,0.6714055818200888
2022-08-05,0.5542231456910531,0.3258086428849954,0.5464834514519474
2022-08-08,0.5556105911566513,0.2780639420038561,0.4673884231720915
2022-08-09,0.5567499376040548,0.20747470127504014,0.35072787791185117
2022-08-10,0.559040191546199,0.32661029878053566,0.5531824022349815
2022-08-11,0.5591418987389816,0.31829364995813114,0.5399918978093724
2022-08-12,0.5606697890765807,0.37185457314308795,0.6325829970995748
2022-08-15,0.561002546414049,0.3957206621566826,0.6735824945225003
2022-08-16,0.5606408893301064,0.4189889206099043,0.7103634813814422
2022-08-17,0.5604811896374954,0.4253743847531684,0.7208047978737908
2022-08-18,0.5606453904581411,0.4612859548756995,0.7828364024237321
2022-08-19,0.561820731317461,0.3503944159715011,0.5975126154724459
2022-08-22,0.5618914805611251,0.2118082801157712,0.3623532417247108
2022-08-23,0.559836293768327,0.14632415996760612,0.24940999834544453
2022-08-24,0.5598202315690994,0.1582204193520622,0.2701029591507945
2022-08-25,0.5602765692910381,0.18027177488580354,0.30799836901571714
2022-08-26,0.5649568075621411,0.06564129162915373,0.11147475154501425
2022-08-29,0.5649836958744153,-0.015428746267878478,-0.02630195664688947
2022-08-30,0.5653360739619864,-0.07175054935809386,-0.12283724627114449
2022-08-31,0.5656123224784342,-0.09280574414685616,-0.15953356037815092
2022-09-01,0.5679780607457255,-0.18591733451338263,-0.32067498429365104
2022-09-02,0.5683889326354294,-0.2209485057111587,-0.38388625703518486
2022-09-06,0.5682053047609026,-0.2547085625197402,-0.4416058651077017
2022-09-07,0.5686992856551185,-0.2176567992786485,-0.37769472996642645
2022-09-08,0.5689922554582879,-0.16556746055198981,-0.28736728879999873
2022-09-09,0.5698209299899338,-0.10328267765939145,-0.17986124014357674
2022-09-12,0.5699168968901182,-0.08861750185876317,-0.15434861392335342
2022-09-13,0.5752218717615384,-0.2112776845378126,-0.3650706583506365
2022-09-14,0.5753150582297951,-0.1988403235518245,-0.34363557019846575
2022-09-15,0.575327585744151,-0.2286810246016609,-0.39524844182535956
2022-09-16,0.5755112820175817,-0.1993710018156954,-0.34573449998256844
2022-09-19,0.5756528142315521,-0.1555520958873289,-0.269789423445248
2022-09-20,0.5745963605086644,-0.11124749991755935,-0.19199325985293178
2022-09-21,0.5745410601465752,-0.13103450070356454,-0.22551230788119628
2022-09-22,0.5759027590273512,-0.26466741919260445,-0.4569242155506287
2022-09-23,0.5758124444572877,-0.3241364284076322,-0.5607607310959044
2022-09-26,0.5759880980695475,-0.3433603683769998,-0.5966686171879716
2022-09-27,0.5762657909283719,-0.2999646953778723,-0.5220822056402665
2022-09-28,0.5756526937860457,-0.19659816725901622,-0.3405394390240558
2022-09-29,0.5776631803369311,-0.2721861687117236,-0.47460077137516443
2022-09-30,0.5776859000727178,-0.29382906406578785,-0.5119800985973639
2022-10-03,0.5776952143578428,-0.3025626287448669,-0.5260037256635596
2022-10-04,0.5786836811641923,-0.16890586696692375,-0.2929702785911151
2022-10-05,0.5781650684715282,-0.22663997096081206,-0.3925883414460477
2022-10-06,0.5781219356477022,-0.2558560813263385,-0.44289908144053636
2022-10-07,0.5826418614268445,-0.411806616953285,-0.7085211626154216
2022-10-10,0.5829970470474577,-0.43304138771103895,-0.7476117289233214
2022-10-11,0.5831347500823797,-0.4528379037213798,-0.7855610288897182
2022-10-12,0.583117394585911,-0.4675560346853939,-0.8093740646657255
2022-10-13,0.5840590558721763,-0.427212723332306,-0.7407310689199953
2022-10-14,0.5867937412431724,-0.5874640558019485,-1.0165559607927248
2022-10-17,0.5900644649805776,-0.5004143681351815,-0.8707505372454417
2022-10-18,0.5896808461281858,-0.5267755182080962,-0.9160245714675322
2022-10-19,0.5897430041026296,-0.514342767070352,-0.8944991941832137
2022-10-20,0.5898201173337568,-0.5248636537970233,-0.9150683768810003
2022-10-21,0.5897014711056705,-0.529126514403925,-0.9223148522176501
2022-10-24,0.5896684751688119,-0.5347214368822357,-0.9320151500924658
2022-10-25,0.5897742465209258,-0.5326494844841249,-0.9285702855254263
2022-10-26,0.5881296045826897,-0.6383988814925436,-1.1121756997152557
2022-10-27,0.588383865108076,-0.6081481662741198,-1.0633853970357123
2022-10-28,0.589203469920764,-0.5831934241044682,-1.0211709458660343
2022-10-31,0.5887143092552718,-0.6621692563886963,-1.1614476154246058
2022-11-01,0.5877349289065832,-0.7139658436914347,-1.2502157293319087
2022-11-02,0.5885449676088653,-0.7811863033168267,-1.3749642590816413
2022-11-03,0.5884201469917716,-0.789437673310614,-1.3891927896606344
2022-11-04,0.582171393220153,-0.9024504876111381,-1.5711996861368518
2022-11-07,0.582198865526866,-0.9105912565916013,-1.5887411522577013
2022-11-08,0.5821227201343947,-0.9181227178614507,-1.601672053263122
2022-11-09,0.5839282563024065,-0.9526888220833856,-1.6550764141249363
2022-11-10,0.5969664126862554,-0.7025632625377641,-1.245939922758249
2022-11-11,0.5976016067242098,-0.6800415800208952,-1.2072827421977754
2022-11-14,0.597608465866036,-0.6809900708059747,-1.20924360916855
2022-11-15,0.5979153578737519,-0.6210841193284333,-1.1018658698239148
2022-11-16,0.5991059091834354,-0.7194960902062978,-1.282324056769282
2022-11-17,0.5991926451474565,-0.7263175165159655,-1.2962442316928848
2022-11-18,0.5961833847332317,-0.8585839212874781,-1.5277459051983853
2022-11-21,0.5951059686863284,-0.9689259840017079,-1.7269056987107332
2022-11-22,0.5961984673341351,-0.8778292654563001,-1.5642978936482934
2022-11-23,0.5978177869365797,-0.7727130684897207,-1.37785906511913
2022-11-25,0.5973947429159631,-0.8292971265400734,-1.4782232855075554
2022-11-28,0.5967608815328694,-0.8045814597170696,-1.4309609588135437
2022-11-29,0.5939115314449411,-0.9240078262879969,-1.636577077410775
2022-11-30,0.5995655236635108,-0.7596381978849133,-1.3569830493816644
2022-12-01,0.5984584787812408,-0.6803094171405865,-1.2091406090960295
2022-12-02,0.5983521629514147,-0.7186996810378853,-1.2774379854835836
2022-12-05,0.5970311289845581,-0.6861878242841827,-1.2209892493325458
2022-12-06,0.5975439240797219,-0.7087961360440158,-1.2644198185595803
2022-12-07,0.5933868155859284,-0.8354749452102771,-1.4765514030969231
2022-12-08,0.5951742237357217,-0.7445206993187495,-1.3204743041836544
2022-12-09,0.593403657225053,-0.6616542323511126,-1.1684172480937776
2022-12-12,0.5934216494972937,-0.6515469767863397,-1.1539420152084998
2022-12-13,0.5903849929218623,-0.5340347222584265,-0.9454937479983743
2022-12-14,0.5907818617713533,-0.5761279941461762,-1.0241854661228673
2022-12-15,0.5883244089573537,-0.7228063772072422,-1.284397199305879
2022-12-16,0.5858159337945826,-0.669849836142757,-1.196324607073966
2022-12-19,0.585845958634001,-0.6723460494549387,-1.201386236356857
2022-12-20,0.5865038861445763,-0.7037422540620998,-1.262496691795494
2022-12-21,0.5847817377704301,-0.7562486205838701,-1.3527082041533018
2022-12-22,0.5885737164330698,-0.9318213491097651,-1.6534543567225224
2022-12-23,0.5881015839784798,-0.9908963098876178,-1.757814423924848
2022-12-27,0.592337068690799,-1.1907114462164512,-2.0846455555296197
2022-12-28,0.5922577246915233,-1.1549196595375695,-2.0180970512331653
2022-12-29,0.5948001018173837,-1.0481901910994622,-1.8407098593796183
2022-12-30,0.5947197019310377,-1.018181781619661,-1.7854235451148128
2023-01-03,0.5966771915007992,-1.0869984558948718,-1.9153365469629988
2023-01-04,0.5949340407184268,-1.1252226426681537,-1.976896867861973
2023-01-05,0.5949257327902574,-1.1249541209419642,-1.9763975512078822
2023-01-06,0.5937613428770431,-0.9707161390710565,-1.7043154850697202
2023-01-09,0.5963382805111076,-0.8895428859973789,-1.5685754012186577
2023-01-10,0.5956172870926566,-0.8166512240229509,-1.4327742766367466
2023-01-11,0.595672240141293,-0.813147939552273,-1.4267595609363488
2023-01-12,0.5960279114129596,-0.7946833673126207,-1.39519395354662
2023-01-13,0.5959511954221998,-0.7993113258004764,-1.4031384519220382
2023-01-17,0.5962349921808325,-0.6121486535156596,-1.0763686817459324
2023-01-18,0.5962660827905215,-0.6690503887264094,-1.179570984396166
2023-01-19,0.5960692550334604,-0.6624785703653139,-1.167532868835527
2023-01-20,0.5983684389403834,-0.5056211325432086,-0.8910453870505899
2023-01-23,0.6028704236160847,-0.3329888956286986,-0.589073052893857
2023-01-24,0.6017070958127716,-0.2652097221528953,-0.4665985974192599
2023-01-25,0.601707091886803,-0.2524084154335052,-0.445071115251258
2023-01-26,0.6028400723703111,-0.11034600998898471,-0.19417518451670773
2023-01-27,0.6048323943350284,-0.056082979235158356,-0.09901502440028645
2023-01-30,0.6048555070663405,-0.05646418369056564,-0.09968024025739633
2023-01-31,0.6043853621141475,-0.07195885824546044,-0.1269353498600128
2023-02-01,0.6021908780991012,-0.10192272324153766,-0.1791387644900326
2023-02-02,0.6033321303310601,-0.04480196626520772,-0.07889289845716556
2023-02-03,0.603497257304144,-0.08767088657710284,-0.1547703372937952
2023-02-06,0.6021688710013202,-0.008346583056878456,-0.014654276257587303
2023-02-07,0.6030549348133833,0.020676544900113822,0.03635567384032047
2023-02-08,0.6030695725749139,0.022711843349941738,0.039935318748499225
2023-02-09,0.6030107118786618,0.01861976510293923,0.03273682666659795
2023-02-10,0.6030577383337464,-0.14138723933085443,-0.2489556398226664
2023-02-13,0.602386220653704,-0.06561564490704296,-0.11494187645698042
2023-02-14,0.6018303792999184,0.14389637837695554,0.25342373851707484
2023-02-15,0.6016558395713149,0.12073279224493305,0.21256742152090344
2023-02-16,0.5976440673584249,-0.0805493984437372,-0.14133897326164746
2023-02-17,0.5977280522361899,-0.09892796659017143,-0.17365403973727525
2023-02-21,0.5951495515579684,-0.05151115658371297,-0.0910872370786652
2023-02-22,0.5943863229401235,0.015716079696102257,0.02764306929679636
2023-02-23,0.6023946872356499,0.21452236038457922,0.38125932784779193
2023-02-24,0.6004907792176001,0.26868274310652907,0.47717547117294973
2023-02-27,0.5982398956282547,0.2125818479670465,0.37612616377780145
2023-02-28,0.59816586032149,0.16791629059196497,0.29728529458505915
2023-03-01,0.5978172436735214,0.0861928342942685,0.15297860100181052
2023-03-02,0.5971392079538917,0.13595088372213301,0.2400538728803154
2023-03-03,0.5971598151257599,0.13669065563686647,0.2413684468167699
2023-03-06,0.5966836509727057,0.15787348441586224,0.2780419590778493
2023-03-07,0.5964707465971996,0.16819321984361407,0.2957898945149012
2023-03-08,0.593583594945395,0.3007162512765143,0.5284980203652517
2023-03-09,0.5946253890714962,0.21742379116204857,0.3842017875721967
2023-03-10,0.5916276659160524,0.09246680690592586,0.16281742242021294
2023-03-13,0.5913455691446198,0.12610961470669396,0.22133482663848209
2023-03-14,0.5923792522943563,0.2628386329942795,0.4602607252141555
2023-03-15,0.591279709328456,0.32341995449247496,0.563120883270891
2023-03-16,0.58904586493878,0.2842952787650374,0.493129070116384
2023-03-17,0.5859507007013413,0.17961295834799187,0.3089611814354078
2023-03-20,0.5857355744330853,0.16440037948134048,0.28268944315806177
2023-03-21,0.5835811333099808,0.11732754361775169,0.20100478428146049
2023-03-22,0.583455227195749,0.09128467719451429,0.15598467258032384
2023-03-23,0.5835429059018133,0.09580162331122606,0.16372770272833384
2023-03-24,0.5832797044455158,0.11046385828900179,0.18837026660843614
2023-03-27,0.5786796080152306,-0.02255788731406064,-0.038110747696803865
2023-03-28,0.5785933420373534,-0.013778778616481685,-0.023235775736569667
2023-03-29,0.5778233516577366,-0.03930984832452194,-0.06620175140767852
2023-03-30,0.5778133680560409,-0.040085229619687676,-0.06750640536159248
2023-03-31,0.5779814948067311,0.05316863071825902,0.08921641207560156
2023-04-03,0.5779534311649426,0.05513069803177169,0.09247707789778972
2023-04-04,0.5780396979290898,0.0492431858993517,0.08268483954090469
2023-04-05,0.577615045144673,-0.05350792813900805,-0.09013392839812946
2023-04-06,0.5753828627818431,0.04027290707179395,0.06757947287873721
2023-04-10,0.5729907390262031,0.1570427762291925,0.26276774247637946
2023-04-11,0.5730277327774359,0.14953639895938706,0.25068418515141627
2023-04-12,0.5722385733365217,0.17266009296863633,0.289398585687902
2023-04-13,0.5699658840262264,0.2767560400799956,0.46217135400038095
2023-04-14,0.5698978217981547,0.30517963670000314,0.5090760703573072
2023-04-17,0.5690172180892993,0.26377569875857065,0.4393294579230219
2023-04-18,0.5676296387112776,0.35892734171110874,0.5946476242387944
2023-04-19,0.5671856735183448,0.3194954265256466,0.5289053741805622
2023-04-20,0.5690902111386515,0.19474334613686978,0.3235096600132827
2023-04-21,0.5678299983394974,0.2685473559880259,0.44356820274712394
2023-04-24,0.5668927070028664,0.31504402960985495,0.5173475565162824
2023-04-25,0.5668891891868592,0.3151863478767757,0.5175749637663514
2023-04-26,0.5668067955036529,0.3053402266496243,0.5013335388112359
2023-04-27,0.561901734818682,0.47753237075010474,0.789939747675656
2023-04-28,0.5621020241084732,0.5366536052532084,0.8863800942398936
2023-05-01,0.5604105866910766,0.49213866203307155,0.8104096598427728
2023-05-02,0.558805943266913,0.5405528343452495,0.8896765387139443
2023-05-03,0.5569011852591582,0.43846739146870584,0.7200060613374935
2023-05-04,0.5569207432161803,0.4213669271293313,0.6915487392861759
2023-05-05,0.5572539005541619,0.4290666001853635,0.7046067202031429
2023-05-08,0.5519943439292436,0.5976940458963556,0.990121862409933
2023-05-09,0.5522574862487034,0.5799517551726464,0.9636137178168931
2023-05-10,0.544304178691887,0.7693868039104711,1.3089165475933724
2023-05-11,0.5434815936283216,0.7103217874160884,1.2035434893585868
2023-05-12,0.5397908959766925,0.8081239527347992,1.3768544403390808
2023-05-15,0.5393824864617595,0.8715161150078254,1.477759450993389
2023-05-16,0.5331560891371042,0.7376105310648856,1.2362689590509413
2023-05-17,0.5330116915370516,0.8718103846467304,1.4557840788045326
2023-05-18,0.5319728626923481,0.8501975024999706,1.4169270635786528
2023-05-19,0.5273528736853597,0.9798874888984724,1.6417624995668099
2023-05-22,0.5274289420732785,0.9892476724738539,1.6576841940631357
2023-05-23,0.5262943258805581,1.0311388517130673,1.7248686762141605
2023-05-24,0.5262685929044915,0.9901976110691965,1.6580271594984342
2023-05-25,0.550728896051744,1.354543465979061,2.3816299424300222
2023-05-26,0.5494567078144456,1.3244281414497951,2.3233003176965137
2023-05-30,0.5474835840778329,1.2834453055594774,2.243323674270847
2023-05-31,0.5458395597401555,1.112754536733526,1.9450525664664533
2023-06-01,0.5471473029782936,1.1956962031288578,2.0948349314622012
2023-06-02,0.5466666789490766,1.2365800818816268,2.1558090254938587
2023-06-05,0.5433415028203802,1.1331085352638695,1.96340470068112
2023-06-06,0.5398960411824598,1.241529882079507,2.1545278170611133
2023-06-07,0.5402292319291261,1.1960385960870554,2.084402753564525
2023-06-08,0.5410796922451545,1.244217770462092,2.1717808411767026
2023-06-09,0.5411888264282513,1.287024142436687,2.2458782125169066
2023-06-12,0.5407155343394637,1.3708799741809439,2.3797039681431515
2023-06-13,0.5391188603349825,1.5400195193851225,2.6747576340905925
2023-06-14,0.5339323842445981,1.7563923884569501,3.1049502212637443
2023-06-15,0.5338985288930759,1.7148151569781875,3.0333206564773105
2023-06-16,0.5321278480189712,1.6436317448018187,2.8977625341738635
2023-06-20,0.5285754678856724,1.8422135792097347,3.279859952180683
2023-06-21,0.5293839820094779,1.7520758518932626,3.1371344417330356
2023-06-22,0.5265432103353018,1.6615246803770802,2.9590359676234583
2023-06-23,0.5270073803819219,1.636457443825256,2.9240927124814236
2023-06-26,0.529064417400555,1.5596875228834195,2.793339237749056
2023-06-27,0.5275948884950095,1.526834486663667,2.726905390136916
2023-06-28,0.5274616686509402,1.5385773878816966,2.740611583473277
2023-06-29,0.5246054805813731,1.638961955249411,2.917127880869559
2023-06-30,0.5245351208729039,1.744079216276802,3.0900775956980238
2023-07-03,0.5242127533262229,1.8310207740493012,3.2276743002826236
2023-07-05,0.5233833726346331,1.8853783248533886,3.3034191277575546
2023-07-06,0.5229593319722602,1.8127924573801575,3.180300657201084
2023-07-07,0.5229546146546029,1.8095817365902682,3.174639242353005
2023-07-10,0.5210583295778205,1.699396942997115,2.9775231308178607
2023-07-11,0.5210484887639675,1.6940630878755418,2.9681215950583666
2023-07-12,0.5188079066900996,1.8500358485041115,3.24236046229653
2023-07-13,0.519966978830923,1.9314586074930433,3.392281436353072
2023-07-14,0.5200043486533694,1.9065121881779106,3.347624075871942
2023-07-17,0.5203750871899713,1.9313733550261312,3.3936953498124405
2023-07-18,0.5203352368171186,1.9289297784957622,3.3891420805571952
2023-07-19,0.5203463018901947,1.8828808758855495,3.313700478126604
2023-07-20,0.521728545447714,1.6914014693245887,2.9657315475752024
2023-07-21,0.5213208624796365,1.581618583705013,2.783233754833353
2023-07-24,0.5202359651812324,1.5394647904810999,2.7034164480060014
2023-07-25,0.5193889654274476,1.6196220495486826,2.8277797291087268
2023-07-26,0.5190821473429824,1.6429115307327287,2.8559990174682963
2023-07-27,0.5179802649869288,1.7004675719136446,2.9370971148205345
2023-07-28,0.5139153514193656,1.624044847865995,2.783084213452513
2023-07-31,0.5138036429491758,1.5981889477704987,2.738180296573101
2023-08-01,0.5135501040322885,1.5313211696174724,2.6288640723219814
2023-08-02,0.515440760351392,1.4237617942326064,2.4532804004259696
2023-08-03,0.5154771062069674,1.4303917207757075,2.4648782068157558
2023-08-04,0.5152112549864187,1.383828168729602,2.3830155320528084
2023-08-07,0.515141230024993,1.3754138027549296,2.368203689918713
2023-08-08,0.5144748777879006,1.4051747251729019,2.414740205258671
2023-08-09,0.5145028000499415,1.4044778303828904,2.413314339651267
2023-08-10,0.5130886531628807,1.4791133591643442,2.528411951767016
2023-08-11,0.5115845270723689,1.3237185447592705,2.264943794811114
2023-08-14,0.5131510265289866,1.4365771943627426,2.4572547188474205
2023-08-15,0.5115623051441426,1.3443826808842676,2.2941783714071655
2023-08-16,0.5115861854993494,1.269913432732065,2.1756180372566822
2023-08-17,0.5116444951786328,1.2649696595336823,2.1690699594489664
2023-08-18,0.5110860250011905,1.2993628568414837,2.218182076699089
2023-08-21,0.5169460703598707,1.4116531908792296,2.437507666757732
2023-08-22,0.5154841227315762,1.4616549645173302,2.526010803881002
2023-08-23,0.514322962057406,1.5927540370294753,2.7438553961879255
2023-08-24,0.5143541475724727,1.5523663726992256,2.6794772624814858
2023-08-25,0.5144330561928511,1.5361887611295895,2.65504001633664
2023-08-28,0.5139626325714797,1.5096792749233674,2.6068368896489935
2023-08-29,0.510634194561349,1.764100987019268,3.1132446419308244
2023-08-30,0.5099356445622953,1.8248420676047494,3.202394317738293
2023-08-31,0.5092713017851531,1.876153368591353,3.2739801662292494
2023-09-01,0.5096952711806075,1.8589348960631955,3.2454393164844975
2023-09-05,0.506720945769287,2.001298184549835,3.5012074125193857
2023-09-06,0.5069828401753876,1.9910902403969373,3.483769340013411
2023-09-07,0.5071848148799306,1.9744443290318967,3.4652290117140505
2023-09-08,0.5071190301991545,1.9017613984939448,3.349320169533301
2023-09-11,0.5072704955256353,1.9094676033183928,3.3638965082884993
2023-09-12,0.5067828459378825,1.8281933062960671,3.2275612602618255
2023-09-13,0.5068400149572438,1.8346881695200603,3.2393929235317414
2023-09-14,0.5000931724347547,2.029729518443621,3.6855165738581035
2023-09-15,0.5010491049763021,1.9495999676039286,3.559677128457637
2023-09-18,0.5010333207810876,1.950864499671962,3.561162097064705
2023-09-19,0.5010178891127186,1.911183662157567,3.492481796915994
2023-09-20,0.5017076299753498,1.8279771323450789,3.3583452561193465
2023-09-21,0.502497597884048,1.7912508331826127,3.2977310023981543
2023-09-22,0.5024895142258988,1.7925317510593695,3.2989727667184425
2023-09-25,0.49977803882041755,1.926349547064422,3.5528013118599953
2023-09-26,0.4995283348709204,1.9425844954780411,3.5745589371074247
2023-09-27,0.49915593758511284,1.9846035096873762,3.634890483996234
2023-09-28,0.4991404914610129,1.9835589794075172,3.632864959245403
2023-09-29,0.49881429972008073,1.9606979919396392,3.5886485892463234
2023-10-02,0.49633956422572273,2.113702083406924,3.878994709483128
2023-10-03,0.49709877686394627,2.0745150032865487,3.819893042255346
2023-10-04,0.4975180970748722,2.1340207222046006,3.931138998781762
2023-10-05,0.49582404802761204,2.067996094786413,3.796541802152078
2023-10-06,0.495850525721015,2.119342226568146,3.8830349482597675
2023-10-09,0.495873978003925,2.117322108657228,3.8809384595445002
2023-10-10,0.48950282127981437,2.3243543701865517,4.392674968696769
2023-10-11,0.48878631051950067,2.406331995321191,4.521589865554587
2023-10-12,0.48849294321280595,2.4305163407083867,4.544173988771986
2023-10-13,0.48972591117208186,2.3693994317039455,4.451056667454489
2023-10-16,0.48889986924900825,2.330268043273394,4.37016224819574
2023-10-17,0.48518859807266984,2.4178476642016413,4.652381016226925
2023-10-18,0.48397293038648964,2.208419567358439,4.2214280382417195
2023-10-19,0.4851395990906515,2.1304937031670663,4.094354490325442
2023-10-20,0.4858797146641687,2.0647620417725134,3.9911299583013498
2023-10-23,0.48617073579583353,2.1429209596881384,4.13195227399172
2023-10-24,0.4858620482797038,2.126817123534657,4.098297255416689
2023-10-25,0.48750488042949114,2.0398184608718455,3.944779814043415
2023-10-26,0.4864948778865381,1.8664653629753294,3.606865617092648
2023-10-27,0.4860871527206474,1.9123801254026924,3.6775886154508237
2023-10-30,0.4859791284239943,1.8742544675738235,3.5999547201325015
2023-10-31,0.4846607298852271,1.7952671683987067,3.432257097349071
2023-11-01,0.48510639276863154,1.9009712634726053,3.6222104283288363
2023-11-02,0.48633749532390813,1.9691565849418842,3.7616564819443705
2023-11-03,0.48538972617290604,2.0961221665452174,3.991063005860193
2023-11-06,0.48538272390507814,2.09513902978628,3.989133543344411
2023-11-07,0.4848227931502676,2.0555543436707553,3.909249647740015
2023-11-08,0.4847080624571402,2.0914479195965563,3.969553031297946
2023-11-09,0.48492739086562325,2.05614521245742,3.9154192884097756
2023-11-10,0.48106537835657215,2.2564417575628917,4.37119123113562
2023-11-13,0.4663737680853785,2.1007653865173825,3.945329173363935
2023-11-14,0.4663327089787805,2.099573311317487,3.9427432581000375
2023-11-15,0.46621934494947315,2.1109315324476734,3.9534781715835767
2023-11-16,0.46593770009674557,2.060023429122076,3.853233310818054
2023-11-17,0.4635625115156192,2.160454887762013,4.038497952654308
2023-11-20,0.4633105179495624,2.2344029370494014,4.156809957004536
2023-11-21,0.46284607832026275,2.2744607879439673,4.208821600507723
2023-11-22,0.46292571746611016,2.271376670590999,4.202725092837778
2023-11-24,0.4620546340874695,2.170589534979508,4.022565370514467
2023-11-27,0.46028207316526026,2.0990022338510324,3.8749761761025123
2023-11-28,0.46005052948086245,2.14026622577068,3.936443911036579
2023-11-29,0.45948305140418516,2.1875651037213113,4.0005068607981995
2023-11-30,0.4601242830112456,2.15588594368269,3.9501704997111786
2023-12-01,0.4536579859411283,2.005171535863702,3.618105446541472
2023-12-04,0.45439963643471454,1.9322437578966574,3.5070019785572772
2023-12-05,0.45449704376037503,1.9992730502671716,3.6186502959414515
2023-12-06,0.4536291469496055,2.036023280652607,3.684518956152614
2023-12-07,0.45264713164917286,2.1542397075315787,3.881513412914458
2023-12-08,0.4527217986168734,2.1957632028341276,3.956251695829277
2023-12-11,0.4514077447500185,2.063581172662132,3.7239862611690815
2023-12-12,0.45148441839984327,2.0836856648649142,3.7609059907219016
2023-12-13,0.45151739801468915,2.0968062805714256,3.7848642317966306
2023-12-14,0.45172681826278954,2.1165041526026442,3.8221920673482
2023-12-15,0.4509681146074581,2.1952270150577866,3.9408703665613207
2023-12-18,0.45004215792401037,2.2937094406250957,4.0948670503868305
2023-12-19,0.44877295576752896,2.3656277928700704,4.193805739744337
2023-12-20,0.4499281022801312,2.31798904490505,4.107750038443534
2023-12-21,0.44884993308680243,2.441897496945871,4.308822597696122
2023-12-22,0.4487402735536115,2.392994458599622,4.225270799860132
2023-12-26,0.4415090528952005,2.6296914016217063,4.840514095084699
2023-12-27,0.44122873305077764,2.6742600677467006,4.90159779528475
